"Appendix C: Table C-2. Annual Fisher Price Indexes, Selected Minor Import Classes (1913=100)",,,,,,,,,,,,
,,,,,,,,,,,,
1909,61.0,75.3,91.3,87.1,87.3,103.8,96.6,92.0,101.5,99.2,,
1910,54.5,76.2,94.7,97.8,86.6,98.4,97.3,95.8,102.9,95.8,,
1911,65.3,77.2,97.8,89.8,95.3,99.8,97.0,95.3,97.6,94.5,,
1912,87.4,82.7,98.1,91.2,99.1,97.4,97.4,96.8,95.9,95.5,,
1913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
1914,90.3,92.2,93.7,100.8,86.2,109.1,87.6,98.8,105.5,101.3,,
1915,80.7,87.2,111.1,105.0,81.3,92.2,92.0,95.4,103.5,101.7,,
1916,112.7,97.7,142.4,122.6,104.4,139.0,109.8,105.3,107.7,143.6,,
1917,122.4,179.2,177.1,184.6,120.2,157.3,117.6,123.4,127.0,234.7,,
1918,204.5,220.3,262.1,238.9,161.7,170.9,143.4,155.0,152.6,196.5,,
1919,165.2,171.9,295.2,219.1,216.0,229.0,178.9,162.0,175.2,208.4,,
1920,173.8,151.4,348.3,210.0,222.3,295.4,196.2,215.5,224.1,324.1,,
1921,96.9,94.6,237.8,81.7,169.3,178.0,113.9,174.0,182.6,188.3,,
1922,105.1,79.2,209.2,109.3,157.4,224.8,131.3,134.9,154.0,155.1,,
1923,124.4,87.6,182.8,145.3,157.9,246.9,122.6,138.8,164.2,169.6,,
,,,,,,,,,,,,
YEAR,066,069,072,073,076,077,078,081,082,086,,
1879,,,,63.6,87.5,73.9,44.3,108.2,175.0,132.3,,
1880,,,,67.7,97.1,94.8,56.8,132.2,189.2,154.5,,
1881,,,,81.3,89.2,97.2,58.3,106.7,182.7,138.2,,
1882,,,,69.7,92.5,106.9,64.1,107.0,175.3,136.3,,
1883,,,,53.3,90.4,98.1,58.9,106.8,161.4,131.6,,
1884,,,,56.6,92.3,84.9,50.9,101.6,159.0,134.7,,
1885,,,,46.5,84.7,86.8,52.1,92.7,153.5,119.5,,
1886,,,,50.8,79.7,101.1,60.6,87.1,143.6,119.2,,
1887,,,,53.8,76.4,103.8,62.3,85.3,133.0,115.6,,
1888,,,,47.1,74.9,112.5,67.5,85.8,135.3,106.8,,
1889,,,,66.0,79.1,90.3,54.2,88.6,142.5,103.8,,
1890,,,,74.6,85.3,92.5,57.2,102.5,137.2,106.7,,
1891,,,,57.6,88.9,123.2,54.5,107.8,122.3,113.3,,
1892,,,,57.8,80.5,121.7,55.0,90.8,124.1,114.2,,
1893,,,,67.1,74.2,103.2,55.1,88.0,121.0,112.6,,
1894,,,,54.2,64.5,81.7,42.8,84.3,112.1,98.4,,
1895,,,,58.5,68.6,72.7,39.8,80.8,116.6,91.9,,
1896,,,,57.9,68.3,59.6,38.8,79.1,117.7,98.9,,
1897,,,,56.5,68.6,67.1,39.8,84.4,110.1,94.7,,
1898,,,,59.2,73.5,69.3,39.3,84.9,103.4,83.1,,
1899,129.2,,68.6,68.6,77.8,84.1,66.9,99.6,100.1,87.5,,
1900,124.0,,82.4,82.4,82.2,95.5,75.2,117.4,107.7,93.5,,
1901,126.8,,88.0,88.0,90.5,105.5,74.3,99.4,111.9,93.9,,
1902,132.7,,89.8,89.8,85.9,90.7,66.6,88.1,107.1,91.4,,
1903,130.8,,90.7,90.7,80.6,84.1,69.3,90.1,101.3,94.8,,
1904,130.0,,95.1,95.1,80.2,83.5,70.4,86.8,98.1,95.5,,
1905,135.5,,91.9,91.9,89.4,90.9,76.6,89.5,101.1,95.0,,
1906,129.9,,106.3,106.3,88.2,104.4,96.3,111.2,99.2,99.6,,
1907,127.4,,93.0,93.0,87.5,113.3,109.0,114.3,99.3,104.0,,
1908,118.4,,44.8,44.8,87.1,97.1,77.3,92.9,102.6,98.2,,
1909,102.6,,58.1,58.1,87.2,92.9,73.4,88.9,97.9,91.4,,
1910,98.2,,68.7,68.7,85.6,91.5,76.4,90.9,94.5,90.0,,
1911,101.4,,79.6,79.6,88.5,91.8,86.0,91.7,94.5,94.0,,
1912,100.8,,93.2,93.2,92.5,102.5,96.8,99.2,99.5,98.9,,
1913,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
1914,98.9,91.9,78.1,86.9,94.2,103.2,86.6,91.7,106.8,94.2,,
1915,96.2,88.8,105.6,121.3,115.8,114.2,93.4,113.7,109.3,101.3,,
1916,103.0,93.8,82.7,97.3,142.2,160.3,125.8,160.5,132.4,149.7,,
1917,145.3,83.7,97.2,109.0,164.6,168.1,148.5,232.8,174.5,160.0,,
1918,154.0,87.6,108.8,117.2,199.5,184.2,157.5,275.0,194.5,187.8,,
1919,182.3,77.7,164.7,188.8,218.7,164.4,138.6,204.1,188.0,163.6,,
1920,243.2,81.5,205.0,231.0,258.1,159.3,131.3,232.4,201.0,173.0,,
1921,253.3,82.3,147.4,159.3,238.6,102.9,80.5,166.2,184.4,143.4,,
1922,179.9,85.8,136.1,147.2,193.8,98.1,79.9,128.5,133.8,128.7,,
1923,192.1,101.9,87.2,148.9,202.1,133.9,96.6,141.4,131.2,133.0,,
